D:\Documents\Udacity_sim_track1_recovery\IMG\center_2026_01_03_18_38_36_898.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\left_2026_01_03_18_38_36_898.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\right_2026_01_03_18_38_36_898.jpg,0,0,0,3.624865E-06
D:\Documents\Udacity_sim_track1_recovery\IMG\center_2026_01_03_18_38_36_971.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\left_2026_01_03_18_38_36_971.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\right_2026_01_03_18_38_36_971.jpg,0,0,0,2.361421E-06
D:\Documents\Udacity_sim_track1_recovery\IMG\center_2026_01_03_18_38_37_047.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\left_2026_01_03_18_38_37_047.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\right_2026_01_03_18_38_37_047.jpg,0,0,0,3.233128E-06
D:\Documents\Udacity_sim_track1_recovery\IMG\center_2026_01_03_18_38_37_122.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\left_2026_01_03_18_38_37_122.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\right_2026_01_03_18_38_37_122.jpg,0,0,0,1.364275E-06
D:\Documents\Udacity_sim_track1_recovery\IMG\center_2026_01_03_18_38_37_195.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\left_2026_01_03_18_38_37_195.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\right_2026_01_03_18_38_37_195.jpg,0,0,0,1.463913E-06
D:\Documents\Udacity_sim_track1_recovery\IMG\center_2026_01_03_18_38_37_270.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\left_2026_01_03_18_38_37_270.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\right_2026_01_03_18_38_37_270.jpg,0,0,0,6.547369E-08
D:\Documents\Udacity_sim_track1_recovery\IMG\center_2026_01_03_18_38_37_342.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\left_2026_01_03_18_38_37_342.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\right_2026_01_03_18_38_37_342.jpg,0,0,0,6.385553E-06
D:\Documents\Udacity_sim_track1_recovery\IMG\center_2026_01_03_18_38_37_419.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\left_2026_01_03_18_38_37_419.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\right_2026_01_03_18_38_37_419.jpg,0,0,0,9.611394E-06
D:\Documents\Udacity_sim_track1_recovery\IMG\center_2026_01_03_18_38_37_494.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\left_2026_01_03_18_38_37_494.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\right_2026_01_03_18_38_37_494.jpg,0,0,0,1.104153E-05
D:\Documents\Udacity_sim_track1_recovery\IMG\center_2026_01_03_18_38_37_571.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\left_2026_01_03_18_38_37_571.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\right_2026_01_03_18_38_37_571.jpg,0,0,0,5.055083E-06
D:\Documents\Udacity_sim_track1_recovery\IMG\center_2026_01_03_18_38_37_644.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\left_2026_01_03_18_38_37_644.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\right_2026_01_03_18_38_37_644.jpg,0,0,0,3.178388E-06
D:\Documents\Udacity_sim_track1_recovery\IMG\center_2026_01_03_18_38_37_721.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\left_2026_01_03_18_38_37_721.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\right_2026_01_03_18_38_37_721.jpg,0,0,0,1.011442E-05
D:\Documents\Udacity_sim_track1_recovery\IMG\center_2026_01_03_18_38_37_795.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\left_2026_01_03_18_38_37_795.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\right_2026_01_03_18_38_37_795.jpg,0,0,0,1.111382E-05
D:\Documents\Udacity_sim_track1_recovery\IMG\center_2026_01_03_18_38_37_870.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\left_2026_01_03_18_38_37_870.jpg,D:\Documents\Udacity_sim_track1_recovery\IMG\right_2026_01_03_18_38_37_870.jpg,0,0,0,5.354094E-06
