D:\Documents\Udacity_sim_Track1_rec\IMG\center_2026_01_03_18_23_15_259.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\left_2026_01_03_18_23_15_259.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\right_2026_01_03_18_23_15_259.jpg,0,0,0,8.209787E-06
D:\Documents\Udacity_sim_Track1_rec\IMG\center_2026_01_03_18_23_15_330.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\left_2026_01_03_18_23_15_330.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\right_2026_01_03_18_23_15_330.jpg,0,0,0,6.4373E-06
D:\Documents\Udacity_sim_Track1_rec\IMG\center_2026_01_03_18_23_15_400.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\left_2026_01_03_18_23_15_400.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\right_2026_01_03_18_23_15_400.jpg,0,0,0,2.307913E-05
D:\Documents\Udacity_sim_Track1_rec\IMG\center_2026_01_03_18_23_15_468.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\left_2026_01_03_18_23_15_468.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\right_2026_01_03_18_23_15_468.jpg,0,0,0,4.535931E-06
D:\Documents\Udacity_sim_Track1_rec\IMG\center_2026_01_03_18_23_15_538.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\left_2026_01_03_18_23_15_538.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\right_2026_01_03_18_23_15_538.jpg,0,0,0,7.303317E-06
D:\Documents\Udacity_sim_Track1_rec\IMG\center_2026_01_03_18_23_15_612.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\left_2026_01_03_18_23_15_612.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\right_2026_01_03_18_23_15_612.jpg,0,0,0,1.920319E-06
D:\Documents\Udacity_sim_Track1_rec\IMG\center_2026_01_03_18_23_15_716.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\left_2026_01_03_18_23_15_716.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\right_2026_01_03_18_23_15_716.jpg,0,0,0,2.085395E-05
D:\Documents\Udacity_sim_Track1_rec\IMG\center_2026_01_03_18_23_15_787.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\left_2026_01_03_18_23_15_787.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\right_2026_01_03_18_23_15_787.jpg,0,0,0,1.36707E-05
D:\Documents\Udacity_sim_Track1_rec\IMG\center_2026_01_03_18_23_15_887.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\left_2026_01_03_18_23_15_887.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\right_2026_01_03_18_23_15_887.jpg,0,0,0,2.212076E-05
D:\Documents\Udacity_sim_Track1_rec\IMG\center_2026_01_03_18_23_15_957.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\left_2026_01_03_18_23_15_957.jpg,D:\Documents\Udacity_sim_Track1_rec\IMG\right_2026_01_03_18_23_15_957.jpg,0,0,0,7.488771E-06
